"";"ID";"station";"variable";"changeSignal"
"63";1;205020;"deficit30";668,061802769465
"64";1;206002;"deficit30";749,002887853016
"65";2;2001;"deficit30";8837,54977578062
"66";2;6007;"deficit30";640,842720577541
"67";2;6008;"deficit30";1500,69152670537
"68";2;7002;"deficit30";1344,94216594021
"69";2;8005;"deficit30";3736,01740703753
"70";2;8006;"deficit30";Inf
"71";2;8009;"deficit30";471,450798851348
"72";2;10002;"deficit30";341,677702653255
"73";2;11001;"deficit30";2274,51474458354
"74";2;11002;"deficit30";1785,46536787082
"75";2;12008;"deficit30";3615,24898039654
"76";2;13005;"deficit30";Inf
"77";2;13009;"deficit30";10339,5923794627
"78";2;15006;"deficit30";1929,75024170896
"79";2;15024;"deficit30";251,90287877949
"80";2;21017;"deficit30";530,875226682525
"81";2;27021;"deficit30";344,047857320018
"82";2;28009;"deficit30";456,958146105885
"83";2;28022;"deficit30";439,735093743893
"84";2;28066;"deficit30";260,362777396911
"85";2;28082;"deficit30";Inf
"86";2;37019;"deficit30";Inf
"87";2;38001;"deficit30";Inf
"88";2;39001;"deficit30";Inf
"89";2;39007;"deficit30";121,355930917377
"90";2;39090;"deficit30";527,00483731108
"91";2;40011;"deficit30";Inf
"92";2;40023;"deficit30";Inf
"93";2;41022;"deficit30";Inf
"94";2;42001;"deficit30";225,802823675239
"95";2;42003;"deficit30";137,760033706929
"96";2;45009;"deficit30";555,220127892885
"97";2;45011;"deficit30";92,8915908207269
"98";2;46003;"deficit30";145,527139416659
"99";2;46006;"deficit30";113,249228034633
"100";2;47001;"deficit30";166,267276237042
"101";2;47014;"deficit30";405,387285131997
"102";2;48003;"deficit30";206,259833863665
"103";2;48004;"deficit30";-22,9050691716038
"104";2;48005;"deficit30";319,373307808251
"105";2;49001;"deficit30";145,82312747031
"106";2;50002;"deficit30";207,805627104225
"107";2;53017;"deficit30";Inf
"108";2;54002;"deficit30";Inf
"109";2;54029;"deficit30";Inf
"110";2;54057;"deficit30";Inf
"111";2;55004;"deficit30";Inf
"112";2;55023;"deficit30";Inf
"113";2;56001;"deficit30";8833,81937974255
"114";2;56019;"deficit30";238,204725631909
"115";2;57004;"deficit30";385,327878199109
"116";2;58005;"deficit30";351,634549059155
"117";2;58012;"deficit30";300,452180816575
"118";2;60004;"deficit30";564,143326065425
"119";2;60010;"deficit30";10462,9575968127
"120";2;62001;"deficit30";198,363161252749
"121";2;62002;"deficit30";495,007583124697
"122";2;63001;"deficit30";175,03921216805
"123";2;63004;"deficit30";273,720048952397
"124";2;64001;"deficit30";2753,09057684623
"125";2;64002;"deficit30";136,47726547077
"126";2;65001;"deficit30";Inf
"127";2;66011;"deficit30";Inf
"128";2;72014;"deficit30";Inf
"129";2;73013;"deficit30";Inf
"130";2;74001;"deficit30";481,238135047472
"131";2;74005;"deficit30";9012,83854219715
"132";2;74007;"deficit30";976,007577712331
"133";2;81002;"deficit30";736,954287372733
"134";2;81007;"deficit30";3075,61239050172
"135";2;84012;"deficit30";Inf
"136";2;84026;"deficit30";679,155190236542
"137";2;85001;"deficit30";182,607869182084
"138";2;85003;"deficit30";241,485309098995
"139";2;85004;"deficit30";423,452613309501
"140";2;89003;"deficit30";445,357290655878
"141";2;89004;"deficit30";238,283399544777
"142";2;90003;"deficit30";415,102809341625
"143";2;93001;"deficit30";424,010953482727
"144";2;94001;"deficit30";237,520366941365
"145";2;95001;"deficit30";769,664094010718
"146";2;96002;"deficit30";999,848848635336
"147";2;97002;"deficit30";240,546824343272
"148";2;106001;"deficit30";27260,0070606743
"149";2;203097;"deficit30";2949,32856963075
"150";2;205008;"deficit30";3415,06052634465
"151";2;205011;"deficit30";319,679354265894
"152";2;205020;"deficit30";801,758813682935
"153";2;206002;"deficit30";1102,52382126988
"154";3;2001;"deficit30";696,352771415142
"155";3;6007;"deficit30";188,162805421624
"156";3;6008;"deficit30";221,492127381167
"157";3;7002;"deficit30";209,155948506509
"158";3;8005;"deficit30";443,584733151388
"159";3;8006;"deficit30";963,038080849869
"160";3;8009;"deficit30";180,911793979567
"161";3;10002;"deficit30";117,621429581579
"162";3;11001;"deficit30";-35,8035056169383
"163";3;11002;"deficit30";-71,6732096582968
"164";3;12008;"deficit30";519,54218764795
"165";3;13005;"deficit30";-100
"166";3;13009;"deficit30";438,462423477383
"167";3;15006;"deficit30";30,7132702761331
"168";3;15024;"deficit30";110,402314904467
"169";3;21017;"deficit30";9,16653730009064
"170";3;27021;"deficit30";-19,0026904817001
"171";3;28009;"deficit30";29,87019274696
"172";3;28022;"deficit30";22,9631797287567
"173";3;28066;"deficit30";17,6920966117008
"174";3;39007;"deficit30";-9,17930781109888
"175";3;39090;"deficit30";212,014763036476
"176";3;42001;"deficit30";42,2280946826379
"177";3;45009;"deficit30";Inf
"178";3;45011;"deficit30";1625,3814794856
"179";3;46003;"deficit30";3924,31222351258
"180";3;46006;"deficit30";366,569372667053
"181";3;47001;"deficit30";75,786169030903
"182";3;47014;"deficit30";159010,185787595
"183";3;48003;"deficit30";5724,31617215416
"184";3;48004;"deficit30";Inf
"185";3;48005;"deficit30";Inf
"186";3;49001;"deficit30";4123,33848033361
"187";3;50002;"deficit30";3643,12931542783
"188";3;55004;"deficit30";1478,70833197146
"189";3;56001;"deficit30";Inf
"190";3;56019;"deficit30";115,609300664524
"191";3;57004;"deficit30";Inf
"192";3;58005;"deficit30";3667,14615007408
"193";3;58012;"deficit30";Inf
"194";3;60004;"deficit30";Inf
"195";3;62001;"deficit30";147,362739973705
"196";3;62002;"deficit30";4559,64543494022
"197";3;63001;"deficit30";95,2562797364452
"198";3;63004;"deficit30";319,227456944905
"199";3;64001;"deficit30";Inf
"200";3;64002;"deficit30";48,6303620275097
"201";3;74001;"deficit30";-18,3382399932457
"202";3;74005;"deficit30";30,1984701764111
"203";3;74007;"deficit30";-47,7221472140606
"204";3;81002;"deficit30";-60,0920846216629
"205";3;81007;"deficit30";455,330841575537
"206";3;84026;"deficit30";-43,6473607547564
"207";3;85001;"deficit30";86,6224439948107
"208";3;85003;"deficit30";96,8959991099867
"209";3;85004;"deficit30";5310,81212890703
"210";3;89003;"deficit30";166,314002513136
"211";3;89004;"deficit30";128,214938348128
"212";3;90003;"deficit30";221,949130390464
"213";3;93001;"deficit30";216,022737127404
"214";3;94001;"deficit30";168,070126951684
"215";3;95001;"deficit30";203,70533564857
"216";3;96002;"deficit30";240,362820018838
"217";3;97002;"deficit30";118,783396309416
"218";3;106001;"deficit30";Inf
"219";3;203097;"deficit30";260,287217366705
"220";3;205008;"deficit30";1,75925996371381
"221";3;205011;"deficit30";-2,41719244101303
"222";3;205020;"deficit30";-17,0947243888575
"223";3;206002;"deficit30";7,92230556889275
"224";4;2001;"deficit30";-84,2241245552247
"225";4;6007;"deficit30";58,4994784889012
"226";4;6008;"deficit30";103,219782721653
"227";4;7002;"deficit30";48,1502916270552
"228";4;8005;"deficit30";-100
"229";4;8009;"deficit30";142,214475333631
"230";4;10002;"deficit30";19,3585319643726
"231";4;11001;"deficit30";-87,7094552313728
"232";4;11002;"deficit30";-98,3323869028993
"233";4;12008;"deficit30";16,2336063452467
"234";4;13009;"deficit30";-16,8182738704515
"235";4;15006;"deficit30";-60,1965307764027
"236";4;15024;"deficit30";108,222608843361
"237";4;21017;"deficit30";-90,1152737690281
"238";4;27021;"deficit30";-87,0737973733732
"239";4;28009;"deficit30";-91,2540982978582
"240";4;28022;"deficit30";-88,3984190244723
"241";4;28066;"deficit30";-70,8189917350225
"242";4;39007;"deficit30";-11,1125277653776
"243";4;39090;"deficit30";17,0073814954454
"244";4;42001;"deficit30";-29,91585544281
"245";4;45011;"deficit30";-100
"246";4;46003;"deficit30";-100
"247";4;46006;"deficit30";-100
"248";4;47001;"deficit30";-74,9315528794664
"249";4;47014;"deficit30";-100
"250";4;48003;"deficit30";-100
"251";4;49001;"deficit30";-100
"252";4;50002;"deficit30";-100
"253";4;55004;"deficit30";-100
"254";4;56019;"deficit30";35,51872666813
"255";4;58005;"deficit30";Inf
"256";4;60004;"deficit30";-100
"257";4;62001;"deficit30";-84,7337903410899
"258";4;62002;"deficit30";-94,1059374349969
"259";4;63001;"deficit30";-71,0235509573017
"260";4;63004;"deficit30";-96,934207806908
"261";4;64002;"deficit30";-37,5851468582519
"262";4;74001;"deficit30";-87,6869183467725
"263";4;74005;"deficit30";-100
"264";4;74007;"deficit30";-95,4624212405135
"265";4;81002;"deficit30";-74,680583264248
"266";4;81007;"deficit30";-21,9810350152853
"267";4;84026;"deficit30";-70,4787593821171
"268";4;85001;"deficit30";16,7154919853683
"269";4;85003;"deficit30";49,521177714781
"270";4;85004;"deficit30";17,327775688274
"271";4;89003;"deficit30";218,886708358557
"272";4;89004;"deficit30";99,4278436346765
"273";4;90003;"deficit30";255,56655550829
"274";4;93001;"deficit30";95,2324062261319
"275";4;94001;"deficit30";103,820630025426
"276";4;95001;"deficit30";77,2505236498378
"277";4;96002;"deficit30";69,7031641621346
"278";4;97002;"deficit30";93,4762925697225
"279";4;106001;"deficit30";Inf
"280";4;203097;"deficit30";1439,71144851792
"281";4;205008;"deficit30";-85,6543424291604
"282";4;205011;"deficit30";-20,0686833793016
"283";4;205020;"deficit30";2,41549780145506
"284";4;206002;"deficit30";41,3689114575812
"285";5;2001;"deficit30";6010,66227724412
"286";5;6007;"deficit30";1571,60760488921
"287";5;6008;"deficit30";1990,8528192487
"288";5;7002;"deficit30";1284,6594160732
"289";5;8005;"deficit30";31180,6317319482
"290";5;8006;"deficit30";Inf
"291";5;8009;"deficit30";529,282779823976
"292";5;10002;"deficit30";371,764242661361
"293";5;11001;"deficit30";7013,43875871159
"294";5;11002;"deficit30";1120737,45379261
"295";5;12008;"deficit30";1381,67895571298
"296";5;13005;"deficit30";Inf
"297";5;13009;"deficit30";1663,00879764498
"298";5;15006;"deficit30";9890,42102224564
"299";5;15024;"deficit30";526,808765572278
"300";5;21017;"deficit30";1395,69539667833
"301";5;27021;"deficit30";581,943601499753
"302";5;28009;"deficit30";379,950651081065
"303";5;28022;"deficit30";349,888207243058
"304";5;28066;"deficit30";220,555434581807
"305";5;39007;"deficit30";66,1530589914021
"306";5;39090;"deficit30";73,6398370411529
"307";5;42001;"deficit30";128,695624832896
"308";5;42003;"deficit30";-99,7753006438048
"309";5;45011;"deficit30";3063,42596299731
"310";5;46003;"deficit30";19210,6313029288
"311";5;46006;"deficit30";1375,27870478828
"312";5;47001;"deficit30";422,453247816142
"313";5;47014;"deficit30";640,827777661957
"314";5;48003;"deficit30";3152,81700365466
"315";5;48005;"deficit30";Inf
"316";5;49001;"deficit30";24569,345273811
"317";5;50002;"deficit30";58820,9303337453
"318";5;54029;"deficit30";Inf
"319";5;55004;"deficit30";Inf
"320";5;56001;"deficit30";Inf
"321";5;56019;"deficit30";202,649754046638
"322";5;57004;"deficit30";Inf
"323";5;58005;"deficit30";518,055616433086
"324";5;58012;"deficit30";Inf
"325";5;60004;"deficit30";Inf
"326";5;62001;"deficit30";560,218387665281
"327";5;62002;"deficit30";Inf
"328";5;63001;"deficit30";420,728541805166
"329";5;63004;"deficit30";690,910329839112
"330";5;64001;"deficit30";1784,05408720425
"331";5;64002;"deficit30";297,57677431887
"332";5;65001;"deficit30";Inf
"333";5;66011;"deficit30";Inf
"334";5;73013;"deficit30";Inf
"335";5;74001;"deficit30";667,904071522388
"336";5;74005;"deficit30";44564,5604935063
"337";5;74007;"deficit30";1240,67544707068
"338";5;81002;"deficit30";6268,73687586738
"339";5;81007;"deficit30";2460,85587268262
"340";5;84012;"deficit30";Inf
"341";5;84026;"deficit30";1090,53074186788
"342";5;85001;"deficit30";390,531987377702
"343";5;85003;"deficit30";466,2194730599
"344";5;85004;"deficit30";1640,49354097644
"345";5;89003;"deficit30";810,23834577619
"346";5;89004;"deficit30";472,898379596286
"347";5;90003;"deficit30";865,185161699384
"348";5;93001;"deficit30";1231,58351178572
"349";5;94001;"deficit30";452,35060496687
"350";5;95001;"deficit30";4048,36933013689
"351";5;96002;"deficit30";3058,27965470428
"352";5;97002;"deficit30";254,132536709123
"353";5;106001;"deficit30";Inf
"354";5;203097;"deficit30";5355,9426114876
"355";5;205008;"deficit30";2547,20407289833
"356";5;205011;"deficit30";356,319293238133
"357";5;205020;"deficit30";1129,64928064158
"358";5;206002;"deficit30";4021,60774812799
"359";6;2001;"deficit30";704,357846721252
"360";6;6007;"deficit30";132,672709449572
"361";6;6008;"deficit30";-100
"362";6;7004;"deficit30";47240,9464601847
"363";6;10002;"deficit30";224,745823051818
"364";6;13001;"deficit30";84,6193001839751
"365";6;13005;"deficit30";121,40514601321
"366";6;13007;"deficit30";4809,66158430484
"367";6;15006;"deficit30";519,802938293762
"368";6;15024;"deficit30";69,1917742800913
"369";6;15025;"deficit30";Inf
"370";6;18011;"deficit30";139,485868985584
"371";6;19011;"deficit30";103,406973209777
"372";6;27041;"deficit30";Inf
"373";6;28031;"deficit30";Inf
"374";6;28046;"deficit30";Inf
"375";6;28050;"deficit30";Inf
"376";6;28082;"deficit30";12175,0474466531
"377";6;34006;"deficit30";101,654073151699
"378";6;34018;"deficit30";44,8987260218259
"379";6;36007;"deficit30";-100
"380";6;38001;"deficit30";583,415906074734
"381";6;39020;"deficit30";Inf
"382";6;39103;"deficit30";Inf
"383";6;39105;"deficit30";Inf
"384";6;40011;"deficit30";86,4719055001782
"385";6;40017;"deficit30";Inf
"386";6;41005;"deficit30";248,791169058851
"387";6;41022;"deficit30";191,632935956691
"388";6;42003;"deficit30";28,6022928241454
"389";6;42010;"deficit30";Inf
"390";6;42012;"deficit30";36191,8066091776
"391";6;45001;"deficit30";Inf
"392";6;45004;"deficit30";Inf
"393";6;45005;"deficit30";Inf
"394";6;45009;"deficit30";Inf
"395";6;46003;"deficit30";Inf
"396";6;46006;"deficit30";Inf
"397";6;47001;"deficit30";Inf
"398";6;47014;"deficit30";Inf
"399";6;48004;"deficit30";Inf
"400";6;48005;"deficit30";Inf
"401";6;49001;"deficit30";Inf
"402";6;50001;"deficit30";Inf
"403";6;50002;"deficit30";Inf
"404";6;50006;"deficit30";Inf
"405";6;50007;"deficit30";Inf
"406";6;51001;"deficit30";Inf
"407";6;52005;"deficit30";Inf
"408";6;52010;"deficit30";Inf
"409";6;53005;"deficit30";Inf
"410";6;53017;"deficit30";2265,05957573599
"411";6;53018;"deficit30";5669,86720073244
"412";6;54036;"deficit30";Inf
"413";6;55004;"deficit30";Inf
"414";6;55007;"deficit30";Inf
"415";6;55023;"deficit30";Inf
"416";6;55029;"deficit30";Inf
"417";6;56001;"deficit30";Inf
"418";6;58005;"deficit30";630,702688910318
"419";6;60009;"deficit30";Inf
"420";6;60010;"deficit30";Inf
"421";6;62001;"deficit30";Inf
"422";6;63001;"deficit30";Inf
"423";6;64001;"deficit30";Inf
"424";6;64002;"deficit30";900,920387216419
"425";6;67018;"deficit30";Inf
"426";6;71009;"deficit30";771,662675274814
"427";6;74005;"deficit30";Inf
"428";6;82001;"deficit30";384,036458610274
"429";6;84020;"deficit30";153,116973755495
"430";6;84026;"deficit30";Inf
"431";6;85001;"deficit30";123,789599749705
"432";6;85003;"deficit30";135,541898827617
"433";6;89003;"deficit30";128,879711952224
"434";6;89004;"deficit30";128,067327363127
"435";6;90003;"deficit30";204,501924664304
"436";6;93001;"deficit30";220,821066978641
"437";6;94001;"deficit30";225,930636187993
"438";6;95001;"deficit30";225,729972487761
"439";6;96002;"deficit30";28,2861315777653
"440";6;97002;"deficit30";76,2963958648414
"441";6;106001;"deficit30";Inf
"442";6;205020;"deficit30";2301,93251839328
"443";6;206002;"deficit30";Inf
"444";7;2001;"deficit30";10695,5295422797
"445";7;6007;"deficit30";1992,75509711889
"446";7;6008;"deficit30";96931,3484882727
"447";7;7004;"deficit30";54817,9177583436
"448";7;8005;"deficit30";Inf
"449";7;8006;"deficit30";Inf
"450";7;10002;"deficit30";5089,21029795396
"451";7;11001;"deficit30";Inf
"452";7;13001;"deficit30";359,785259223988
"453";7;13005;"deficit30";149,011437063143
"454";7;13007;"deficit30";8804,92812977304
"455";7;15006;"deficit30";2823,25879220921
"456";7;15023;"deficit30";Inf
"457";7;15024;"deficit30";713,313379481314
"458";7;15025;"deficit30";Inf
"459";7;16001;"deficit30";Inf
"460";7;16003;"deficit30";Inf
"461";7;16007;"deficit30";Inf
"462";7;17003;"deficit30";Inf
"463";7;17005;"deficit30";Inf
"464";7;18001;"deficit30";173759,336941844
"465";7;18011;"deficit30";1706,44705077884
"466";7;19006;"deficit30";Inf
"467";7;19011;"deficit30";290,818162560034
"468";7;20001;"deficit30";Inf
"469";7;21009;"deficit30";Inf
"470";7;21012;"deficit30";Inf
"471";7;21021;"deficit30";Inf
"472";7;21022;"deficit30";Inf
"473";7;23001;"deficit30";Inf
"474";7;23004;"deficit30";Inf
"475";7;23006;"deficit30";Inf
"476";7;23011;"deficit30";Inf
"477";7;25001;"deficit30";Inf
"478";7;25005;"deficit30";Inf
"479";7;27007;"deficit30";Inf
"480";7;27009;"deficit30";Inf
"481";7;27034;"deficit30";Inf
"482";7;27035;"deficit30";Inf
"483";7;27041;"deficit30";Inf
"484";7;27043;"deficit30";Inf
"485";7;27071;"deficit30";759515,002049716
"486";7;28008;"deficit30";Inf
"487";7;28009;"deficit30";Inf
"488";7;28018;"deficit30";Inf
"489";7;28022;"deficit30";Inf
"490";7;28031;"deficit30";Inf
"491";7;28046;"deficit30";Inf
"492";7;28050;"deficit30";Inf
"493";7;28082;"deficit30";515,024952960661
"494";7;29003;"deficit30";-100
"495";7;34006;"deficit30";273,380548303731
"496";7;34018;"deficit30";136,899430668743
"497";7;36007;"deficit30";-100
"498";7;38001;"deficit30";182,32006636995
"499";7;39008;"deficit30";Inf
"500";7;39020;"deficit30";Inf
"501";7;39103;"deficit30";Inf
"502";7;39105;"deficit30";1030,49372468254
"503";7;40011;"deficit30";93,4590395998001
"504";7;40017;"deficit30";Inf
"505";7;40023;"deficit30";Inf
"506";7;41005;"deficit30";247,220065434109
"507";7;41022;"deficit30";203,168596571786
"508";7;42003;"deficit30";76,3772109410168
"509";7;42010;"deficit30";3159,83767666273
"510";7;42012;"deficit30";2723,84077161228
"511";7;43003;"deficit30";Inf
"512";7;43005;"deficit30";Inf
"513";7;43021;"deficit30";Inf
"514";7;45001;"deficit30";Inf
"515";7;45004;"deficit30";937,411611824618
"516";7;45005;"deficit30";Inf
"517";7;45009;"deficit30";Inf
"518";7;45011;"deficit30";Inf
"519";7;46003;"deficit30";Inf
"520";7;46006;"deficit30";Inf
"521";7;47001;"deficit30";2663,36486831519
"522";7;47014;"deficit30";Inf
"523";7;48003;"deficit30";Inf
"524";7;48004;"deficit30";Inf
"525";7;48005;"deficit30";Inf
"526";7;49001;"deficit30";Inf
"527";7;50001;"deficit30";Inf
"528";7;50002;"deficit30";7146,39560183551
"529";7;50006;"deficit30";Inf
"530";7;50007;"deficit30";Inf
"531";7;51001;"deficit30";Inf
"532";7;52005;"deficit30";Inf
"533";7;52010;"deficit30";Inf
"534";7;53005;"deficit30";Inf
"535";7;53017;"deficit30";296,741833705069
"536";7;53018;"deficit30";294,41696322064
"537";7;54001;"deficit30";Inf
"538";7;54002;"deficit30";Inf
"539";7;54005;"deficit30";Inf
"540";7;54008;"deficit30";Inf
"541";7;54029;"deficit30";Inf
"542";7;54032;"deficit30";2282791,23410774
"543";7;54036;"deficit30";Inf
"544";7;54057;"deficit30";1412,1714867975
"545";7;55002;"deficit30";Inf
"546";7;55003;"deficit30";Inf
"547";7;55004;"deficit30";Inf
"548";7;55007;"deficit30";Inf
"549";7;55023;"deficit30";4034,22677908154
"550";7;55029;"deficit30";Inf
"551";7;56001;"deficit30";843,660727768274
"552";7;56019;"deficit30";Inf
"553";7;58005;"deficit30";236,365812505499
"554";7;60004;"deficit30";Inf
"555";7;60009;"deficit30";Inf
"556";7;60010;"deficit30";Inf
"557";7;61001;"deficit30";Inf
"558";7;62001;"deficit30";Inf
"559";7;62002;"deficit30";Inf
"560";7;63001;"deficit30";2794,43508864191
"561";7;63004;"deficit30";Inf
"562";7;64001;"deficit30";Inf
"563";7;64002;"deficit30";357,416890204758
"564";7;65001;"deficit30";Inf
"565";7;65006;"deficit30";Inf
"566";7;66011;"deficit30";Inf
"567";7;67015;"deficit30";Inf
"568";7;67018;"deficit30";Inf
"569";7;68003;"deficit30";Inf
"570";7;68005;"deficit30";Inf
"571";7;71006;"deficit30";Inf
"572";7;71009;"deficit30";2499,90822515428
"573";7;72004;"deficit30";Inf
"574";7;72009;"deficit30";Inf
"575";7;72014;"deficit30";Inf
"576";7;73005;"deficit30";Inf
"577";7;73011;"deficit30";Inf
"578";7;73013;"deficit30";Inf
"579";7;74001;"deficit30";Inf
"580";7;74005;"deficit30";3576,73971081126
"581";7;74007;"deficit30";Inf
"582";7;75017;"deficit30";Inf
"583";7;76005;"deficit30";Inf
"584";7;76007;"deficit30";Inf
"585";7;77003;"deficit30";Inf
"586";7;77004;"deficit30";Inf
"587";7;78003;"deficit30";Inf
"588";7;79002;"deficit30";Inf
"589";7;79003;"deficit30";17551,9261624088
"590";7;79006;"deficit30";362001,762982294
"591";7;81002;"deficit30";Inf
"592";7;82001;"deficit30";508,780895096914
"593";7;83005;"deficit30";59117,5855700071
"594";7;84003;"deficit30";Inf
"595";7;84012;"deficit30";Inf
"596";7;84013;"deficit30";Inf
"597";7;84018;"deficit30";Inf
"598";7;84020;"deficit30";228,728319931708
"599";7;84022;"deficit30";Inf
"600";7;84026;"deficit30";Inf
"601";7;84037;"deficit30";Inf
"602";7;85001;"deficit30";262,987555573359
"603";7;85003;"deficit30";285,196704940811
"604";7;85004;"deficit30";Inf
"605";7;89003;"deficit30";388,502584007049
"606";7;89004;"deficit30";381,069335868361
"607";7;90003;"deficit30";460,844874125963
"608";7;93001;"deficit30";1077,98366254602
"609";7;94001;"deficit30";997,827314655018
"610";7;95001;"deficit30";1658,02303116039
"611";7;96002;"deficit30";4785,80471108923
"612";7;97002;"deficit30";2104,71802832862
"613";7;106001;"deficit30";2169,15665660823
"614";7;201010;"deficit30";Inf
"615";7;203040;"deficit30";2045,88967533738
"616";7;203092;"deficit30";Inf
"617";7;203093;"deficit30";Inf
"618";7;203097;"deficit30";Inf
"619";7;205004;"deficit30";Inf
"620";7;205011;"deficit30";Inf
"621";7;205020;"deficit30";1013,92936137841
"622";7;205029;"deficit30";Inf
"623";7;206002;"deficit30";14533,9534856378
"624";7;236005;"deficit30";Inf
"625";7;236051;"deficit30";Inf
"626";8;2001;"deficit30";1528,65092310581
"627";8;6007;"deficit30";387,47962796925
"628";8;6008;"deficit30";1210,5502503643
"629";8;7004;"deficit30";751,861549852178
"630";8;8005;"deficit30";Inf
"631";8;10002;"deficit30";241,52782726533
"632";8;13001;"deficit30";103,112484948517
"633";8;13005;"deficit30";69,7808549604335
"634";8;13007;"deficit30";972,791139939943
"635";8;15006;"deficit30";581,882311973598
"636";8;15024;"deficit30";318,891354795351
"637";8;15025;"deficit30";Inf
"638";8;16001;"deficit30";Inf
"639";8;16003;"deficit30";Inf
"640";8;16007;"deficit30";Inf
"641";8;17003;"deficit30";-100
"642";8;17005;"deficit30";Inf
"643";8;18001;"deficit30";537,384843612251
"644";8;18011;"deficit30";445,170303092377
"645";8;19006;"deficit30";Inf
"646";8;19011;"deficit30";91,0524861365094
"647";8;25005;"deficit30";Inf
"648";8;27009;"deficit30";Inf
"649";8;27041;"deficit30";Inf
"650";8;27071;"deficit30";-66,9931418937444
"651";8;28031;"deficit30";Inf
"652";8;28046;"deficit30";Inf
"653";8;28082;"deficit30";101,421192157864
"654";8;34006;"deficit30";26,3847725245887
"655";8;34018;"deficit30";7,90927156750766
"656";8;38001;"deficit30";51,2213383044634
"657";8;39020;"deficit30";Inf
"658";8;39103;"deficit30";Inf
"659";8;39105;"deficit30";Inf
"660";8;40011;"deficit30";-15,2954161988992
"661";8;40017;"deficit30";Inf
"662";8;41005;"deficit30";105,885228142478
"663";8;41022;"deficit30";93,4802995834331
"664";8;42003;"deficit30";4,11702352718115
"665";8;42010;"deficit30";10041,6920967263
"666";8;42012;"deficit30";3920,49092642981
"667";8;43003;"deficit30";Inf
"668";8;43005;"deficit30";Inf
"669";8;43021;"deficit30";Inf
"670";8;45001;"deficit30";Inf
"671";8;45004;"deficit30";1104,42593063465
"672";8;45005;"deficit30";Inf
"673";8;45009;"deficit30";Inf
"674";8;45011;"deficit30";Inf
"675";8;46003;"deficit30";Inf
"676";8;46006;"deficit30";Inf
"677";8;47001;"deficit30";Inf
"678";8;47014;"deficit30";Inf
"679";8;48003;"deficit30";Inf
"680";8;48004;"deficit30";Inf
"681";8;48005;"deficit30";Inf
"682";8;49001;"deficit30";Inf
"683";8;50001;"deficit30";Inf
"684";8;50002;"deficit30";Inf
"685";8;50006;"deficit30";Inf
"686";8;50007;"deficit30";Inf
"687";8;51001;"deficit30";Inf
"688";8;52005;"deficit30";Inf
"689";8;52010;"deficit30";Inf
"690";8;53005;"deficit30";Inf
"691";8;53017;"deficit30";179,263597597302
"692";8;53018;"deficit30";135,880464014334
"693";8;54001;"deficit30";Inf
"694";8;54005;"deficit30";Inf
